long,lat,year,TimePeriod,RCP,scenario,treecanopy_percent,Ann_Herb_percent,Bare_percent,Herb_percent,Litter_percent,Shrub_percent,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,T_Winter,T_Summer,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.047,37.604,2023,NT,4.5,sc32,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.199,38.634,78.0,0.12,2.18,7.14,3.054,25.64,38.95,-8.24,0.068,0.057,0.044,0.103
-110.047,37.604,2023,NT,4.5,sc33,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.544,35.93,72.0,0.178,5.87,10.01,0.14,23.417,37.03,-12.64,0.13,0.087,0.045,0.088
-110.047,37.604,2023,NT,4.5,sc34,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.154,37.719,65.0,0.001,5.92,4.89,2.544,25.799,38.94,-9.67,0.109,0.092,0.041,0.065
-110.047,37.604,2023,NT,4.5,sc35,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.311,37.174,71.0,0.043,4.1,6.61,1.617,24.47,38.39,-11.03,0.076,0.052,0.043,0.092
-110.047,37.604,2023,NT,4.5,sc36,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.8,35.403,66.0,0.235,10.35,8.69,1.692,24.427,36.15,-11.96,0.133,0.099,0.046,0.112
-110.047,37.604,2023,NT,4.5,sc37,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.471,38.613,60.0,0.0,6.03,1.63,2.824,26.289,39.55,-10.05,0.083,0.059,0.041,0.085
-110.047,37.604,2023,NT,4.5,sc38,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.495,38.468,73.0,0.227,9.09,9.57,0.619,24.705,40.91,-14.22,0.122,0.078,0.046,0.074
-110.047,37.604,2023,NT,4.5,sc39,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.614,36.435,80.0,0.393,7.2,11.85,-1.573,25.009,37.27,-23.52,0.082,0.063,0.049,0.066
-110.047,37.604,2023,NT,4.5,sc40,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.489,33.932,80.0,0.0,6.37,5.26,0.601,22.722,35.72,-11.47,0.093,0.081,0.042,0.049
-110.047,37.604,2023,NT,4.5,sc41,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.322,37.077,71.0,0.066,5.81,5.21,0.761,24.585,40.11,-10.95,0.065,0.072,0.043,0.049
